Codigo_Venda,ID_Produto,ID_Fornecedor,Quantidade_Venda,Preco_Unitario,Custo_Frete
SO69984,483,32,1,120,3
SO70042,465,32,1,24.49,0.6123
SO70046,484,32,1,7.95,0.1988
SO70058,483,32,1,120,3
SO70116,484,32,1,7.95,0.1988
SO70136,483,32,1,120,3
SO70312,483,32,1,120,3
SO70353,487,32,1,54.99,1.3748
SO70378,465,32,1,24.49,0.6123
SO70397,463,32,1,24.49,0.6123
SO70838,484,32,1,7.95,0.1988
SO70962,471,32,1,63.5,1.5875
SO70993,483,32,1,120,3
SO71043,487,32,1,54.99,1.3748
SO71114,483,32,1,120,3
SO71138,465,32,1,24.49,0.6123
SO71440,487,32,1,54.99,1.3748
SO71491,467,32,1,24.49,0.6123
SO71646,487,32,1,54.99,1.3748
SO71671,483,32,1,120,3
SO71762,564,32,1,2384.07,59.6018
SO72076,484,32,1,7.95,0.1988
SO72097,483,32,1,120,3
SO72419,472,32,1,63.5,1.5875
SO72482,487,32,1,54.99,1.3748
SO72550,483,32,1,120,3
SO72693,484,32,1,7.95,0.1988
SO72834,473,32,1,63.5,1.5875
SO72909,473,32,1,63.5,1.5875
SO72925,486,32,1,159,3.975
SO72977,484,32,1,7.95,0.1988
SO73000,483,32,1,120,3
SO73081,578,32,1,1214.85,30.3713
SO73242,484,32,1,7.95,0.1988
SO73449,483,32,1,120,3
SO73517,463,32,1,24.49,0.6123
SO73731,472,32,1,63.5,1.5875
SO74010,606,32,1,539.99,13.4998
SO74141,471,32,1,63.5,1.5875
SO74162,471,32,1,63.5,1.5875
SO74353,472,32,1,63.5,1.5875
SO74604,487,32,1,54.99,1.3748
SO74766,487,32,1,54.99,1.3748
SO74809,484,32,1,7.95,0.1988
SO74838,471,32,1,63.5,1.5875
SO74858,463,32,1,24.49,0.6123
SO74926,472,32,1,63.5,1.5875
SO75060,483,32,1,120,3
SO75099,487,32,1,54.99,1.3748
SO75101,473,32,1,63.5,1.5875
SO75109,471,32,1,63.5,1.5875
SO75110,487,32,1,54.99,1.3748
SO52232,536,32,1,29.99,0.7498
SO52234,536,32,1,29.99,0.7498
SO52318,536,32,1,29.99,0.7498
SO52342,536,32,1,29.99,0.7498
SO52511,536,32,1,29.99,0.7498
SO53706,536,32,1,29.99,0.7498
SO54572,536,32,1,29.99,0.7498
SO54615,536,32,1,29.99,0.7498
SO55108,536,32,1,29.99,0.7498
SO55985,536,32,1,29.99,0.7498
SO56056,536,32,1,29.99,0.7498
SO56104,536,32,1,29.99,0.7498
SO56812,536,32,1,29.99,0.7498
SO57710,536,32,1,29.99,0.7498
SO58090,536,32,1,29.99,0.7498
SO58434,536,32,1,29.99,0.7498
SO58657,536,32,1,29.99,0.7498
SO58792,536,32,1,29.99,0.7498
SO58860,536,32,1,29.99,0.7498
SO59519,536,32,1,29.99,0.7498
SO60905,536,32,1,29.99,0.7498
SO61500,536,32,1,29.99,0.7498
SO61834,536,32,1,29.99,0.7498
SO61872,536,32,1,29.99,0.7498
SO62210,536,32,1,29.99,0.7498
SO62358,536,32,1,29.99,0.7498
SO62897,536,32,1,29.99,0.7498
SO63571,536,32,1,29.99,0.7498
SO63644,536,32,1,29.99,0.7498
SO64080,536,32,1,29.99,0.7498
SO64081,536,32,1,29.99,0.7498
SO64630,536,32,1,29.99,0.7498
SO65472,536,32,1,29.99,0.7498
SO65649,536,32,1,29.99,0.7498
SO66388,536,32,1,29.99,0.7498
SO66476,536,32,1,29.99,0.7498
SO67037,536,32,1,29.99,0.7498
SO67362,536,32,1,29.99,0.7498
SO67364,536,32,1,29.99,0.7498
SO67436,536,32,1,29.99,0.7498
SO67596,536,32,1,29.99,0.7498
SO68062,536,32,1,29.99,0.7498
SO68216,536,32,1,29.99,0.7498
SO68298,536,32,1,29.99,0.7498
SO68377,536,32,1,29.99,0.7498
SO68488,536,32,1,29.99,0.7498
SO68908,536,32,1,29.99,0.7498
SO70394,536,32,1,29.99,0.7498
SO70539,536,32,1,29.99,0.7498
SO70772,536,32,1,29.99,0.7498
SO70888,536,32,1,29.99,0.7498
SO71669,536,32,1,29.99,0.7498
SO71967,536,32,1,29.99,0.7498
SO72456,536,32,1,29.99,0.7498
SO72980,536,32,1,29.99,0.7498
SO73203,536,32,1,29.99,0.7498
SO73205,536,32,1,29.99,0.7498
SO73307,536,32,1,29.99,0.7498
SO73467,536,32,1,29.99,0.7498
SO73666,536,32,1,29.99,0.7498
SO73816,536,32,1,29.99,0.7498
SO74265,536,32,1,29.99,0.7498
SO74285,536,32,1,29.99,0.7498
SO74429,536,32,1,29.99,0.7498
SO74452,536,32,1,29.99,0.7498
SO74731,536,32,1,29.99,0.7498
SO52007,476,32,1,69.99,1.7498
SO52497,474,32,1,69.99,1.7498
SO53389,476,32,1,69.99,1.7498
SO53437,476,32,1,69.99,1.7498
SO53758,475,32,1,69.99,1.7498
SO53941,476,32,1,69.99,1.7498
SO54056,476,32,1,69.99,1.7498
SO54131,474,32,1,69.99,1.7498
SO54132,474,32,1,69.99,1.7498
SO54756,476,32,1,69.99,1.7498
SO54922,475,32,1,69.99,1.7498
SO55160,475,32,1,69.99,1.7498
SO55198,476,32,1,69.99,1.7498
SO55439,476,32,1,69.99,1.7498
SO55490,474,32,1,69.99,1.7498
SO55720,475,32,1,69.99,1.7498
SO56294,475,32,1,69.99,1.7498
SO56363,475,32,1,69.99,1.7498
SO56623,474,32,1,69.99,1.7498
SO56680,474,32,1,69.99,1.7498
SO57330,474,32,1,69.99,1.7498
SO58861,474,32,1,69.99,1.7498
SO59242,476,32,1,69.99,1.7498
SO59374,476,32,1,69.99,1.7498
SO59375,475,32,1,69.99,1.7498
SO59376,476,32,1,69.99,1.7498
SO59544,475,32,1,69.99,1.7498
SO60230,475,32,1,69.99,1.7498
SO60729,476,32,1,69.99,1.7498
SO60731,476,32,1,69.99,1.7498
SO61710,474,32,1,69.99,1.7498
SO61746,475,32,1,69.99,1.7498
SO62128,474,32,1,69.99,1.7498
SO62378,474,32,1,69.99,1.7498
SO63470,476,32,1,69.99,1.7498
SO63666,474,32,1,69.99,1.7498
SO64035,475,32,1,69.99,1.7498
SO64424,475,32,1,69.99,1.7498
SO64835,476,32,1,69.99,1.7498
SO65414,476,32,1,69.99,1.7498
SO65666,474,32,1,69.99,1.7498
SO65998,474,32,1,69.99,1.7498
SO66297,475,32,1,69.99,1.7498
SO66298,474,32,1,69.99,1.7498
SO66684,475,32,1,69.99,1.7498
SO66864,474,32,1,69.99,1.7498
SO67238,474,32,1,69.99,1.7498
SO67545,475,32,1,69.99,1.7498
SO67795,476,32,1,69.99,1.7498
SO68657,474,32,1,69.99,1.7498
SO68759,475,32,1,69.99,1.7498
SO68856,475,32,1,69.99,1.7498
SO69058,475,32,1,69.99,1.7498
SO69287,474,32,1,69.99,1.7498
SO69749,474,32,1,69.99,1.7498
SO69762,476,32,1,69.99,1.7498
SO69763,476,32,1,69.99,1.7498
SO69765,476,32,1,69.99,1.7498
SO69983,475,32,1,69.99,1.7498
SO70139,474,32,1,69.99,1.7498
SO70716,476,32,1,69.99,1.7498
SO70894,474,32,1,69.99,1.7498
SO70990,474,32,1,69.99,1.7498
SO71254,475,32,1,69.99,1.7498
SO71464,476,32,1,69.99,1.7498
SO71668,474,32,1,69.99,1.7498
SO72096,475,32,1,69.99,1.7498
SO72162,474,32,1,69.99,1.7498
SO72298,476,32,1,69.99,1.7498
SO72907,476,32,1,69.99,1.7498
SO73306,476,32,1,69.99,1.7498
SO73616,475,32,1,69.99,1.7498
SO73617,476,32,1,69.99,1.7498
SO73839,475,32,1,69.99,1.7498
SO74601,475,32,1,69.99,1.7498
SO51425,489,32,1,53.99,1.3498
SO52056,488,32,1,53.99,1.3498
SO52306,488,32,1,53.99,1.3498
SO52450,491,32,1,53.99,1.3498
SO52461,491,32,1,53.99,1.3498
SO52494,489,32,1,53.99,1.3498
SO52520,491,32,1,53.99,1.3498
SO52681,488,32,1,53.99,1.3498
SO52743,491,32,1,53.99,1.3498
SO52800,488,32,1,53.99,1.3498
SO53087,491,32,1,53.99,1.3498
SO53338,489,32,1,53.99,1.3498
SO53639,489,32,1,53.99,1.3498
SO53705,490,32,1,53.99,1.3498
SO53767,491,32,1,53.99,1.3498
SO53801,488,32,1,53.99,1.3498
SO53802,491,32,1,53.99,1.3498
SO54160,488,32,1,53.99,1.3498
SO54220,491,32,1,53.99,1.3498
SO54310,490,32,1,53.99,1.3498
SO54498,488,32,1,53.99,1.3498
SO54842,490,32,1,53.99,1.3498
SO55547,491,32,1,53.99,1.3498
SO55610,491,32,1,53.99,1.3498
SO55705,489,32,1,53.99,1.3498
SO55939,488,32,1,53.99,1.3498
SO55964,490,32,1,53.99,1.3498
SO56135,491,32,1,53.99,1.3498
SO56136,488,32,1,53.99,1.3498
SO56848,488,32,1,53.99,1.3498
SO57421,489,32,1,53.99,1.3498
SO57784,489,32,1,53.99,1.3498
SO57836,491,32,1,53.99,1.3498
SO58068,488,32,1,53.99,1.3498
SO58174,488,32,1,53.99,1.3498
SO58634,489,32,1,53.99,1.3498
SO58830,489,32,1,53.99,1.3498
SO58853,488,32,1,53.99,1.3498
SO58865,489,32,1,53.99,1.3498
SO58883,491,32,1,53.99,1.3498
SO59168,489,32,1,53.99,1.3498
SO59300,488,32,1,53.99,1.3498
SO59824,489,32,1,53.99,1.3498
SO60113,488,32,1,53.99,1.3498
SO60244,490,32,1,53.99,1.3498
SO60301,489,32,1,53.99,1.3498
SO60302,488,32,1,53.99,1.3498
SO60348,489,32,1,53.99,1.3498
SO60594,488,32,1,53.99,1.3498
SO60696,489,32,1,53.99,1.3498
SO60754,488,32,1,53.99,1.3498
SO61086,489,32,1,53.99,1.3498
SO61726,490,32,1,53.99,1.3498
SO61846,491,32,1,53.99,1.3498
SO61914,488,32,1,53.99,1.3498
SO62046,488,32,1,53.99,1.3498
SO62109,488,32,1,53.99,1.3498
SO62225,489,32,1,53.99,1.3498
SO62570,490,32,1,53.99,1.3498
SO63616,488,32,1,53.99,1.3498
SO63646,488,32,1,53.99,1.3498
SO63686,489,32,1,53.99,1.3498
SO63811,489,32,1,53.99,1.3498
SO64240,490,32,1,53.99,1.3498
SO64435,490,32,1,53.99,1.3498
SO64440,491,32,1,53.99,1.3498
SO64821,488,32,1,53.99,1.3498
SO65112,490,32,1,53.99,1.3498
SO65384,490,32,1,53.99,1.3498
SO65735,491,32,1,53.99,1.3498
SO65861,488,32,1,53.99,1.3498
SO66623,490,32,1,53.99,1.3498
SO67439,489,32,1,53.99,1.3498
SO67558,491,32,1,53.99,1.3498
SO67899,488,32,1,53.99,1.3498
SO67912,489,32,1,53.99,1.3498
SO68801,488,32,1,53.99,1.3498
SO68842,488,32,1,53.99,1.3498
SO69043,488,32,1,53.99,1.3498
SO69081,489,32,1,53.99,1.3498
SO69272,489,32,1,53.99,1.3498
SO69714,489,32,1,53.99,1.3498
SO69716,488,32,1,53.99,1.3498
SO70186,490,32,1,53.99,1.3498
SO70513,490,32,1,53.99,1.3498
SO70741,490,32,1,53.99,1.3498
SO70781,488,32,1,53.99,1.3498
SO71241,491,32,1,53.99,1.3498
SO71249,488,32,1,53.99,1.3498
SO71275,491,32,1,53.99,1.3498
SO71989,491,32,1,53.99,1.3498
SO72116,490,32,1,53.99,1.3498
SO72117,491,32,1,53.99,1.3498
SO72212,488,32,1,53.99,1.3498
SO72258,490,32,1,53.99,1.3498
SO72608,491,32,1,53.99,1.3498
SO73082,488,32,1,53.99,1.3498
SO73136,488,32,1,53.99,1.3498
SO73321,489,32,1,53.99,1.3498
SO73377,491,32,1,53.99,1.3498
SO73481,488,32,1,53.99,1.3498
SO73482,491,32,1,53.99,1.3498
SO73569,488,32,1,53.99,1.3498
SO73624,489,32,1,53.99,1.3498
SO73772,488,32,1,53.99,1.3498
SO73859,489,32,1,53.99,1.3498
SO74667,489,32,1,53.99,1.3498
SO74823,491,32,1,53.99,1.3498
SO75013,491,32,1,53.99,1.3498
SO75048,490,32,1,53.99,1.3498
SO51344,539,32,1,24.99,0.6248
SO51459,539,32,1,24.99,0.6248
SO52175,535,32,1,24.99,0.6248
SO52201,535,32,1,24.99,0.6248
SO52301,535,32,1,24.99,0.6248
SO52627,535,32,1,24.99,0.6248
SO53168,535,32,1,24.99,0.6248
SO53887,535,32,1,24.99,0.6248
SO54172,539,32,1,24.99,0.6248
SO54179,539,32,1,24.99,0.6248
SO54542,539,32,1,24.99,0.6248
SO54727,535,32,1,24.99,0.6248
SO54897,539,32,1,24.99,0.6248
SO54944,539,32,1,24.99,0.6248
SO55502,539,32,1,24.99,0.6248
SO55516,539,32,1,24.99,0.6248
SO55790,535,32,1,24.99,0.6248
SO56076,535,32,1,24.99,0.6248
SO56313,539,32,1,24.99,0.6248
SO56656,535,32,1,24.99,0.6248
SO56691,539,32,1,24.99,0.6248
SO56918,539,32,1,24.99,0.6248
SO56919,539,32,1,24.99,0.6248
SO57441,535,32,1,24.99,0.6248
SO57630,539,32,1,24.99,0.6248
SO57727,539,32,1,24.99,0.6248
SO57781,535,32,1,24.99,0.6248
SO57973,535,32,1,24.99,0.6248
SO58175,535,32,1,24.99,0.6248
SO58522,535,32,1,24.99,0.6248
SO58679,539,32,1,24.99,0.6248
SO58856,535,32,1,24.99,0.6248
SO59113,535,32,1,24.99,0.6248
SO59132,539,32,1,24.99,0.6248
SO59451,535,32,1,24.99,0.6248
SO59662,535,32,1,24.99,0.6248
SO60177,539,32,1,24.99,0.6248
SO60373,539,32,1,24.99,0.6248
SO60417,535,32,1,24.99,0.6248
SO60756,539,32,1,24.99,0.6248
SO60904,535,32,1,24.99,0.6248
SO60973,539,32,1,24.99,0.6248
SO61799,539,32,1,24.99,0.6248
SO62098,539,32,1,24.99,0.6248
SO62442,535,32,1,24.99,0.6248
SO62464,539,32,1,24.99,0.6248
SO62686,539,32,1,24.99,0.6248
SO62811,539,32,1,24.99,0.6248
SO63416,539,32,1,24.99,0.6248
SO63531,535,32,1,24.99,0.6248
SO63613,539,32,1,24.99,0.6248
SO63687,539,32,1,24.99,0.6248
SO64010,539,32,1,24.99,0.6248
SO64101,535,32,1,24.99,0.6248
SO64585,535,32,1,24.99,0.6248
SO64607,539,32,1,24.99,0.6248
SO64745,535,32,1,24.99,0.6248
SO64909,535,32,1,24.99,0.6248
SO65107,535,32,1,24.99,0.6248
SO65795,539,32,1,24.99,0.6248
SO65869,539,32,1,24.99,0.6248
SO65871,539,32,1,24.99,0.6248
SO65996,535,32,1,24.99,0.6248
SO66147,539,32,1,24.99,0.6248
SO66351,535,32,1,24.99,0.6248
SO66659,535,32,1,24.99,0.6248
SO66737,535,32,1,24.99,0.6248
SO67032,539,32,1,24.99,0.6248
SO67404,539,32,1,24.99,0.6248
SO67882,535,32,1,24.99,0.6248
SO67954,539,32,1,24.99,0.6248
SO68144,539,32,1,24.99,0.6248
SO68168,535,32,1,24.99,0.6248
SO68260,539,32,1,24.99,0.6248
SO68533,539,32,1,24.99,0.6248
SO68616,539,32,1,24.99,0.6248
SO68639,535,32,1,24.99,0.6248
SO69105,539,32,1,24.99,0.6248
SO69383,539,32,1,24.99,0.6248
SO69786,539,32,1,24.99,0.6248
SO69788,539,32,1,24.99,0.6248
SO70174,539,32,1,24.99,0.6248
SO70243,539,32,1,24.99,0.6248
SO70262,539,32,1,24.99,0.6248
SO70587,539,32,1,24.99,0.6248
SO70608,539,32,1,24.99,0.6248
SO70930,539,32,1,24.99,0.6248
SO71013,539,32,1,24.99,0.6248
SO71341,539,32,1,24.99,0.6248
SO71480,539,32,1,24.99,0.6248
SO71619,539,32,1,24.99,0.6248
SO71685,539,32,1,24.99,0.6248
SO72079,535,32,1,24.99,0.6248
SO72344,539,32,1,24.99,0.6248
SO72429,539,32,1,24.99,0.6248
SO72695,535,32,1,24.99,0.6248
SO72819,535,32,1,24.99,0.6248
SO72938,539,32,1,24.99,0.6248
SO73128,535,32,1,24.99,0.6248
SO73173,539,32,1,24.99,0.6248
SO73196,539,32,1,24.99,0.6248
SO73225,535,32,1,24.99,0.6248
SO73434,535,32,1,24.99,0.6248
SO73810,539,32,1,24.99,0.6248
SO73857,539,32,1,24.99,0.6248
SO73932,539,32,1,24.99,0.6248
SO73961,539,32,1,24.99,0.6248
SO74011,539,32,1,24.99,0.6248
SO74085,539,32,1,24.99,0.6248
SO74086,539,32,1,24.99,0.6248
SO74111,535,32,1,24.99,0.6248
SO74629,535,32,1,24.99,0.6248
SO74921,539,32,1,24.99,0.6248
SO51995,231,32,1,49.99,1.2498
SO52836,234,32,1,49.99,1.2498
SO52852,228,32,1,49.99,1.2498
SO52938,237,32,1,49.99,1.2498
SO53167,231,32,1,49.99,1.2498
SO53180,231,32,1,49.99,1.2498
SO53421,237,32,1,49.99,1.2498
SO53746,234,32,1,49.99,1.2498
SO53797,231,32,1,49.99,1.2498
SO53845,237,32,1,49.99,1.2498
SO53944,231,32,1,49.99,1.2498
SO54057,231,32,1,49.99,1.2498
SO54490,234,32,1,49.99,1.2498
SO54621,228,32,1,49.99,1.2498
SO54734,237,32,1,49.99,1.2498
SO54844,231,32,1,49.99,1.2498
SO54861,231,32,1,49.99,1.2498
SO55056,237,32,1,49.99,1.2498
SO55075,234,32,1,49.99,1.2498
SO55089,234,32,1,49.99,1.2498
SO55110,228,32,1,49.99,1.2498
SO55575,234,32,1,49.99,1.2498
SO55630,237,32,1,49.99,1.2498
SO55634,231,32,1,49.99,1.2498
SO55950,234,32,1,49.99,1.2498
SO55990,231,32,1,49.99,1.2498
SO56055,228,32,1,49.99,1.2498
SO56211,234,32,1,49.99,1.2498
SO56581,231,32,1,49.99,1.2498
SO56725,234,32,1,49.99,1.2498
SO56821,228,32,1,49.99,1.2498
SO56893,231,32,1,49.99,1.2498
SO56926,228,32,1,49.99,1.2498
SO56978,237,32,1,49.99,1.2498
SO57007,228,32,1,49.99,1.2498
SO57574,228,32,1,49.99,1.2498
SO57650,231,32,1,49.99,1.2498
SO57660,228,32,1,49.99,1.2498
SO57666,234,32,1,49.99,1.2498
SO57716,234,32,1,49.99,1.2498
SO58059,231,32,1,49.99,1.2498
SO58154,237,32,1,49.99,1.2498
SO58441,231,32,1,49.99,1.2498
SO58608,237,32,1,49.99,1.2498
SO58623,234,32,1,49.99,1.2498
SO58661,234,32,1,49.99,1.2498
SO58798,228,32,1,49.99,1.2498
SO58864,237,32,1,49.99,1.2498
SO59091,234,32,1,49.99,1.2498
SO59164,228,32,1,49.99,1.2498
SO59352,234,32,1,49.99,1.2498
SO59539,234,32,1,49.99,1.2498
SO59616,228,32,1,49.99,1.2498
SO59778,234,32,1,49.99,1.2498
SO60067,237,32,1,49.99,1.2498
SO60213,228,32,1,49.99,1.2498
SO60619,237,32,1,49.99,1.2498
SO61269,231,32,1,49.99,1.2498
SO61384,234,32,1,49.99,1.2498
SO61536,231,32,1,49.99,1.2498
SO61618,228,32,1,49.99,1.2498
SO61631,228,32,1,49.99,1.2498
SO61650,234,32,1,49.99,1.2498
SO61806,237,32,1,49.99,1.2498
SO61881,228,32,1,49.99,1.2498
SO62309,234,32,1,49.99,1.2498
SO62312,234,32,1,49.99,1.2498
SO62527,237,32,1,49.99,1.2498
SO62613,228,32,1,49.99,1.2498
SO62713,231,32,1,49.99,1.2498
SO62721,234,32,1,49.99,1.2498
SO62939,234,32,1,49.99,1.2498
SO62940,228,32,1,49.99,1.2498
SO62964,234,32,1,49.99,1.2498
SO63432,228,32,1,49.99,1.2498
SO64024,231,32,1,49.99,1.2498
SO64090,234,32,1,49.99,1.2498
SO64372,231,32,1,49.99,1.2498
SO64373,234,32,1,49.99,1.2498
SO64482,228,32,1,49.99,1.2498
SO64608,228,32,1,49.99,1.2498
SO64638,228,32,1,49.99,1.2498
SO64751,228,32,1,49.99,1.2498
SO64977,228,32,1,49.99,1.2498
SO65148,237,32,1,49.99,1.2498
SO65413,231,32,1,49.99,1.2498
SO65416,228,32,1,49.99,1.2498
SO65447,228,32,1,49.99,1.2498
SO65831,234,32,1,49.99,1.2498
SO65974,228,32,1,49.99,1.2498
SO65979,228,32,1,49.99,1.2498
SO66071,234,32,1,49.99,1.2498
SO66167,234,32,1,49.99,1.2498
SO66281,228,32,1,49.99,1.2498
SO66599,237,32,1,49.99,1.2498
SO66692,237,32,1,49.99,1.2498
SO66721,231,32,1,49.99,1.2498
SO66849,231,32,1,49.99,1.2498
SO67137,237,32,1,49.99,1.2498
SO67403,228,32,1,49.99,1.2498
SO67922,237,32,1,49.99,1.2498
SO67952,231,32,1,49.99,1.2498
SO68078,234,32,1,49.99,1.2498
SO68176,228,32,1,49.99,1.2498
SO68193,237,32,1,49.99,1.2498
SO68362,231,32,1,49.99,1.2498
SO68393,231,32,1,49.99,1.2498
SO68424,231,32,1,49.99,1.2498
SO68461,237,32,1,49.99,1.2498
SO68577,228,32,1,49.99,1.2498
SO68609,234,32,1,49.99,1.2498
SO68655,228,32,1,49.99,1.2498
SO68732,237,32,1,49.99,1.2498
SO69044,237,32,1,49.99,1.2498
SO69078,237,32,1,49.99,1.2498
SO69270,237,32,1,49.99,1.2498
SO69271,231,32,1,49.99,1.2498
SO69682,231,32,1,49.99,1.2498
SO70082,237,32,1,49.99,1.2498
SO70192,228,32,1,49.99,1.2498
SO70334,231,32,1,49.99,1.2498
SO70541,231,32,1,49.99,1.2498
SO70622,234,32,1,49.99,1.2498
SO70963,234,32,1,49.99,1.2498
SO70964,228,32,1,49.99,1.2498
SO71014,234,32,1,49.99,1.2498
SO71548,228,32,1,49.99,1.2498
SO71549,228,32,1,49.99,1.2498
SO72019,231,32,1,49.99,1.2498
SO72037,234,32,1,49.99,1.2498
SO72177,228,32,1,49.99,1.2498
SO72217,231,32,1,49.99,1.2498
SO72532,237,32,1,49.99,1.2498
SO72606,228,32,1,49.99,1.2498
SO72633,231,32,1,49.99,1.2498
SO72755,231,32,1,49.99,1.2498
SO72810,237,32,1,49.99,1.2498
SO73087,234,32,1,49.99,1.2498
SO73195,237,32,1,49.99,1.2498
SO73200,234,32,1,49.99,1.2498
SO73221,228,32,1,49.99,1.2498
SO73299,234,32,1,49.99,1.2498
SO73406,231,32,1,49.99,1.2498
SO73409,231,32,1,49.99,1.2498
SO73740,234,32,1,49.99,1.2498
SO73746,231,32,1,49.99,1.2498
SO74115,237,32,1,49.99,1.2498
SO74229,237,32,1,49.99,1.2498
SO74412,231,32,1,49.99,1.2498
SO74479,228,32,1,49.99,1.2498
SO74893,228,32,1,49.99,1.2498
SO74954,237,32,1,49.99,1.2498
SO51564,482,32,1,8.99,0.2248
SO51945,481,32,1,8.99,0.2248
SO52080,481,32,1,8.99,0.2248
SO52133,481,32,1,8.99,0.2248
SO52195,481,32,1,8.99,0.2248
SO52510,482,32,1,8.99,0.2248
SO53425,482,32,1,8.99,0.2248
SO54860,481,32,1,8.99,0.2248
SO55052,482,32,1,8.99,0.2248
SO55162,482,32,1,8.99,0.2248
SO56201,482,32,1,8.99,0.2248
SO56203,482,32,1,8.99,0.2248
SO56453,481,32,1,8.99,0.2248
SO56455,482,32,1,8.99,0.2248
SO56723,482,32,1,8.99,0.2248
SO56981,481,32,1,8.99,0.2248
SO57329,481,32,1,8.99,0.2248
SO57809,481,32,1,8.99,0.2248
SO58265,481,32,1,8.99,0.2248
SO58684,481,32,1,8.99,0.2248
SO59110,481,32,1,8.99,0.2248
SO59305,482,32,1,8.99,0.2248
SO59672,481,32,1,8.99,0.2248
SO60112,481,32,1,8.99,0.2248
SO60211,481,32,1,8.99,0.2248
SO61336,482,32,1,8.99,0.2248
SO61722,481,32,1,8.99,0.2248
SO63079,482,32,1,8.99,0.2248
SO63443,481,32,1,8.99,0.2248
SO64198,481,32,1,8.99,0.2248
SO64399,482,32,1,8.99,0.2248
SO64438,482,32,1,8.99,0.2248
SO64444,481,32,1,8.99,0.2248
SO64749,482,32,1,8.99,0.2248
SO65075,482,32,1,8.99,0.2248
SO65421,481,32,1,8.99,0.2248
SO65786,482,32,1,8.99,0.2248
SO66043,482,32,1,8.99,0.2248
SO66233,482,32,1,8.99,0.2248
SO66481,482,32,1,8.99,0.2248
SO66934,482,32,1,8.99,0.2248
SO66935,481,32,1,8.99,0.2248
SO67254,481,32,1,8.99,0.2248
SO67440,482,32,1,8.99,0.2248
SO67867,481,32,1,8.99,0.2248
SO68361,482,32,1,8.99,0.2248
SO68425,482,32,1,8.99,0.2248
SO69151,482,32,1,8.99,0.2248
SO69273,482,32,1,8.99,0.2248
SO69887,482,32,1,8.99,0.2248
SO70693,481,32,1,8.99,0.2248
SO71040,482,32,1,8.99,0.2248
SO71045,482,32,1,8.99,0.2248
SO71203,482,32,1,8.99,0.2248
SO71337,482,32,1,8.99,0.2248
SO72499,481,32,1,8.99,0.2248
SO72564,482,32,1,8.99,0.2248
SO73451,481,32,1,8.99,0.2248
SO74116,482,32,1,8.99,0.2248
SO74440,482,32,1,8.99,0.2248
SO51539,225,32,1,8.99,0.2248
SO52122,225,32,1,8.99,0.2248
SO52241,225,32,1,8.99,0.2248
SO52403,225,32,1,8.99,0.2248
SO52723,225,32,1,8.99,0.2248
SO52863,225,32,1,8.99,0.2248
SO53446,225,32,1,8.99,0.2248
SO53908,225,32,1,8.99,0.2248
SO53914,225,32,1,8.99,0.2248
SO54143,225,32,1,8.99,0.2248
SO54153,225,32,1,8.99,0.2248
SO54276,225,32,1,8.99,0.2248
SO54584,225,32,1,8.99,0.2248
SO55565,225,32,1,8.99,0.2248
SO55608,225,32,1,8.99,0.2248
SO55732,225,32,1,8.99,0.2248
SO55804,225,32,1,8.99,0.2248
SO55832,225,32,1,8.99,0.2248
SO55934,225,32,1,8.99,0.2248
SO55942,225,32,1,8.99,0.2248
SO56222,225,32,1,8.99,0.2248
SO56298,225,32,1,8.99,0.2248
SO56651,225,32,1,8.99,0.2248
SO56707,225,32,1,8.99,0.2248
SO56765,225,32,1,8.99,0.2248
SO57498,225,32,1,8.99,0.2248
SO57638,225,32,1,8.99,0.2248
SO58257,225,32,1,8.99,0.2248
SO58275,225,32,1,8.99,0.2248
SO58757,225,32,1,8.99,0.2248
SO59265,225,32,1,8.99,0.2248
SO59301,225,32,1,8.99,0.2248
SO59669,225,32,1,8.99,0.2248
SO60196,225,32,1,8.99,0.2248
SO60340,225,32,1,8.99,0.2248
SO60362,225,32,1,8.99,0.2248
SO60507,225,32,1,8.99,0.2248
SO60576,225,32,1,8.99,0.2248
SO60589,225,32,1,8.99,0.2248
SO60591,225,32,1,8.99,0.2248
SO60788,225,32,1,8.99,0.2248
SO60794,225,32,1,8.99,0.2248
SO60975,225,32,1,8.99,0.2248
SO61364,225,32,1,8.99,0.2248
SO61387,225,32,1,8.99,0.2248
SO61553,225,32,1,8.99,0.2248
SO61811,225,32,1,8.99,0.2248
SO62048,225,32,1,8.99,0.2248
SO62131,225,32,1,8.99,0.2248
SO62211,225,32,1,8.99,0.2248
SO62681,225,32,1,8.99,0.2248
SO62751,225,32,1,8.99,0.2248
SO62936,225,32,1,8.99,0.2248
SO63074,225,32,1,8.99,0.2248
SO63313,225,32,1,8.99,0.2248
SO63452,225,32,1,8.99,0.2248
SO63540,225,32,1,8.99,0.2248
SO63711,225,32,1,8.99,0.2248
SO63745,225,32,1,8.99,0.2248
SO63772,225,32,1,8.99,0.2248
SO63781,225,32,1,8.99,0.2248
SO63810,225,32,1,8.99,0.2248
SO63978,225,32,1,8.99,0.2248
SO64200,225,32,1,8.99,0.2248
SO64446,225,32,1,8.99,0.2248
SO64513,225,32,1,8.99,0.2248
SO64637,225,32,1,8.99,0.2248
SO64781,225,32,1,8.99,0.2248
SO64811,225,32,1,8.99,0.2248
SO64818,225,32,1,8.99,0.2248
SO64832,225,32,1,8.99,0.2248
SO65073,225,32,1,8.99,0.2248
