Codigo_Venda,ID_Produto,Quantidade_Venda,Preco_Unitario,Custo_Frete,Data_Venda
SO60011,535,1,24.99,0.6248,2013-06-12 0:00
SO60022,541,1,28.99,0.7248,2013-06-12 0:00
SO60121,538,1,21.49,0.5373,2013-06-13 0:00
SO60123,537,1,35,0.875,2013-06-14 0:00
SO60222,463,1,24.49,0.6123,2013-06-15 0:00
SO60235,541,1,28.99,0.7248,2013-06-15 0:00
SO60236,490,1,53.99,1.3498,2013-06-15 0:00
SO60280,535,1,24.99,0.6248,2013-06-16 0:00
SO60353,536,1,29.99,0.7498,2013-06-17 0:00
SO60573,535,1,24.99,0.6248,2013-06-21 0:00
SO60649,490,1,53.99,1.3498,2013-06-22 0:00
SO60664,487,1,54.99,1.3748,2013-06-22 0:00
SO60667,539,1,24.99,0.6248,2013-06-22 0:00
SO60757,473,1,63.5,1.5875,2013-06-23 0:00
SO60776,536,1,29.99,0.7498,2013-06-24 0:00
SO60814,491,1,53.99,1.3498,2013-06-24 0:00
SO60878,484,1,7.95,0.1988,2013-06-25 0:00
SO60891,489,1,53.99,1.3498,2013-06-25 0:00
SO60899,539,1,24.99,0.6248,2013-06-26 0:00
SO60994,491,1,53.99,1.3498,2013-06-27 0:00
SO60996,536,1,29.99,0.7498,2013-06-27 0:00
SO60997,538,1,21.49,0.5373,2013-06-27 0:00
SO61137,537,1,35,0.875,2013-06-29 0:00
SO61277,490,1,53.99,1.3498,2013-06-30 0:00
SO61310,538,1,21.49,0.5373,2013-06-30 0:00
SO61326,484,1,7.95,0.1988,2013-07-01 0:00
SO61342,537,1,35,0.875,2013-07-01 0:00
SO61347,463,1,24.49,0.6123,2013-07-01 0:00
SO61380,537,1,35,0.875,2013-07-02 0:00
SO61438,489,1,53.99,1.3498,2013-07-03 0:00
SO61513,491,1,53.99,1.3498,2013-07-04 0:00
SO61623,488,1,53.99,1.3498,2013-07-06 0:00
SO61629,487,1,54.99,1.3748,2013-07-06 0:00
SO61666,540,1,32.6,0.815,2013-07-07 0:00
SO61667,487,1,54.99,1.3748,2013-07-07 0:00
SO61694,537,1,35,0.875,2013-07-07 0:00
SO61715,541,1,28.99,0.7248,2013-07-07 0:00
SO61717,541,1,28.99,0.7248,2013-07-07 0:00
SO61840,541,1,28.99,0.7248,2013-07-09 0:00
SO61892,541,1,28.99,0.7248,2013-07-10 0:00
SO61942,472,1,63.5,1.5875,2013-07-11 0:00
SO62057,467,1,24.49,0.6123,2013-07-13 0:00
SO62075,578,1,1214.85,30.3713,2013-07-13 0:00
SO62083,490,1,53.99,1.3498,2013-07-13 0:00
SO62153,473,1,63.5,1.5875,2013-07-14 0:00
SO62281,538,1,21.49,0.5373,2013-07-16 0:00
SO62322,538,1,21.49,0.5373,2013-07-17 0:00
SO62326,465,1,24.49,0.6123,2013-07-17 0:00
SO62407,539,1,24.99,0.6248,2013-07-19 0:00
SO62409,537,1,35,0.875,2013-07-19 0:00
SO62432,538,1,21.49,0.5373,2013-07-19 0:00
SO62505,538,1,21.49,0.5373,2013-07-20 0:00
SO62540,540,1,32.6,0.815,2013-07-21 0:00
SO62564,541,1,28.99,0.7248,2013-07-21 0:00
SO62640,539,1,24.99,0.6248,2013-07-23 0:00
SO62654,486,1,159,3.975,2013-07-23 0:00
SO62729,487,1,54.99,1.3748,2013-07-24 0:00
SO62814,538,1,21.49,0.5373,2013-07-25 0:00
SO62825,540,1,32.6,0.815,2013-07-26 0:00
SO62906,535,1,24.99,0.6248,2013-07-27 0:00
SO62945,541,1,28.99,0.7248,2013-07-27 0:00
SO62987,541,1,28.99,0.7248,2013-07-28 0:00
SO63034,538,1,21.49,0.5373,2013-07-29 0:00
SO63048,541,1,28.99,0.7248,2013-07-29 0:00
SO63057,541,1,28.99,0.7248,2013-07-29 0:00
SO63070,535,1,24.99,0.6248,2013-07-30 0:00
SO63100,541,1,28.99,0.7248,2013-07-30 0:00
SO63113,488,1,53.99,1.3498,2013-07-30 0:00
SO63320,535,1,24.99,0.6248,2013-07-31 0:00
SO63327,541,1,28.99,0.7248,2013-07-31 0:00
SO63343,484,1,7.95,0.1988,2013-07-31 0:00
SO63427,537,1,35,0.875,2013-08-02 0:00
SO63458,535,1,24.99,0.6248,2013-08-02 0:00
SO63463,541,1,28.99,0.7248,2013-08-02 0:00
SO63535,541,1,28.99,0.7248,2013-08-03 0:00
SO63659,488,1,53.99,1.3498,2013-08-05 0:00
SO63854,536,1,29.99,0.7498,2013-08-08 0:00
SO63910,490,1,53.99,1.3498,2013-08-09 0:00
SO63916,487,1,54.99,1.3748,2013-08-09 0:00
SO63943,538,1,21.49,0.5373,2013-08-09 0:00
SO64066,488,1,53.99,1.3498,2013-08-12 0:00
SO64278,484,1,7.95,0.1988,2013-08-15 0:00
SO64409,539,1,24.99,0.6248,2013-08-17 0:00
SO64540,467,1,24.49,0.6123,2013-08-19 0:00
SO64541,536,1,29.99,0.7498,2013-08-19 0:00
SO64542,537,1,35,0.875,2013-08-19 0:00
SO64546,537,1,35,0.875,2013-08-19 0:00
SO64691,487,1,54.99,1.3748,2013-08-21 0:00
SO64758,535,1,24.99,0.6248,2013-08-22 0:00
SO64763,538,1,21.49,0.5373,2013-08-22 0:00
SO64790,537,1,35,0.875,2013-08-23 0:00
SO64801,476,1,69.99,1.7498,2013-08-23 0:00
SO64826,539,1,24.99,0.6248,2013-08-23 0:00
SO64905,484,1,7.95,0.1988,2013-08-25 0:00
SO64945,538,1,21.49,0.5373,2013-08-25 0:00
SO64963,537,1,35,0.875,2013-08-26 0:00
SO65034,537,1,35,0.875,2013-08-27 0:00
SO65084,538,1,21.49,0.5373,2013-08-27 0:00
SO65118,487,1,54.99,1.3748,2013-08-28 0:00
SO65130,491,1,53.99,1.3498,2013-08-28 0:00
SO65134,541,1,28.99,0.7248,2013-08-28 0:00
SO65453,491,1,53.99,1.3498,2013-08-31 0:00
SO65454,463,1,24.49,0.6123,2013-08-31 0:00
SO65526,539,1,24.99,0.6248,2013-09-01 0:00
SO65542,568,1,742.35,18.5588,2013-09-01 0:00
SO65562,537,1,35,0.875,2013-09-02 0:00
SO65587,472,1,63.5,1.5875,2013-09-02 0:00
SO65682,537,1,35,0.875,2013-09-04 0:00
SO65712,536,1,29.99,0.7498,2013-09-04 0:00
SO65742,541,1,28.99,0.7248,2013-09-04 0:00
SO65981,536,1,29.99,0.7498,2013-09-08 0:00
SO66072,491,1,53.99,1.3498,2013-09-09 0:00
SO66094,536,1,29.99,0.7498,2013-09-10 0:00
SO66117,539,1,24.99,0.6248,2013-09-10 0:00
SO66154,537,1,35,0.875,2013-09-11 0:00
SO66211,537,1,35,0.875,2013-09-12 0:00
SO66346,489,1,53.99,1.3498,2013-09-14 0:00
SO66414,541,1,28.99,0.7248,2013-09-15 0:00
SO66469,487,1,54.99,1.3748,2013-09-16 0:00
SO66500,541,1,28.99,0.7248,2013-09-16 0:00
SO66607,536,1,29.99,0.7498,2013-09-18 0:00
SO66634,584,1,539.99,13.4998,2013-09-18 0:00
SO66672,540,1,32.6,0.815,2013-09-19 0:00
SO66802,472,1,63.5,1.5875,2013-09-21 0:00
SO66912,535,1,24.99,0.6248,2013-09-23 0:00
SO66915,538,1,21.49,0.5373,2013-09-23 0:00
SO66978,536,1,29.99,0.7498,2013-09-24 0:00
SO67128,541,1,28.99,0.7248,2013-09-26 0:00
SO67199,472,1,63.5,1.5875,2013-09-27 0:00
SO67375,484,1,7.95,0.1988,2013-09-29 0:00
SO67443,537,1,35,0.875,2013-09-30 0:00
SO67472,538,1,21.49,0.5373,2013-09-30 0:00
SO67500,536,1,29.99,0.7498,2013-10-01 0:00
SO67502,488,1,53.99,1.3498,2013-10-01 0:00
SO67530,539,1,24.99,0.6248,2013-10-01 0:00
SO67547,486,1,159,3.975,2013-10-01 0:00
SO67571,541,1,28.99,0.7248,2013-10-01 0:00
SO67608,491,1,53.99,1.3498,2013-10-02 0:00
SO67638,538,1,21.49,0.5373,2013-10-02 0:00
SO67675,539,1,24.99,0.6248,2013-10-03 0:00
SO67678,488,1,53.99,1.3498,2013-10-03 0:00
SO67932,541,1,28.99,0.7248,2013-10-07 0:00
SO67974,537,1,35,0.875,2013-10-08 0:00
SO67978,540,1,32.6,0.815,2013-10-08 0:00
SO67996,463,1,24.49,0.6123,2013-10-08 0:00
SO68195,489,1,53.99,1.3498,2013-10-11 0:00
SO68277,536,1,29.99,0.7498,2013-10-13 0:00
SO68311,538,1,21.49,0.5373,2013-10-13 0:00
SO68348,537,1,35,0.875,2013-10-14 0:00
SO68394,538,1,21.49,0.5373,2013-10-14 0:00
SO68428,472,1,63.5,1.5875,2013-10-15 0:00
SO68432,535,1,24.99,0.6248,2013-10-15 0:00
SO68502,490,1,53.99,1.3498,2013-10-16 0:00
SO68535,541,1,28.99,0.7248,2013-10-16 0:00
SO68550,537,1,35,0.875,2013-10-17 0:00
SO68600,541,1,28.99,0.7248,2013-10-17 0:00
SO68806,541,1,28.99,0.7248,2013-10-20 0:00
SO68847,538,1,21.49,0.5373,2013-10-21 0:00
SO68879,490,1,53.99,1.3498,2013-10-21 0:00
SO68897,540,1,32.6,0.815,2013-10-22 0:00
SO69022,538,1,21.49,0.5373,2013-10-23 0:00
SO69029,536,1,29.99,0.7498,2013-10-24 0:00
SO69086,541,1,28.99,0.7248,2013-10-24 0:00
SO69196,537,1,35,0.875,2013-10-26 0:00
SO69575,536,1,29.99,0.7498,2013-10-29 0:00
SO69576,536,1,29.99,0.7498,2013-10-29 0:00
SO69608,471,1,63.5,1.5875,2013-10-29 0:00
SO69613,465,1,24.49,0.6123,2013-10-29 0:00
SO69669,484,1,7.95,0.1988,2013-10-30 0:00
SO69697,487,1,54.99,1.3748,2013-10-30 0:00
SO69734,536,1,29.99,0.7498,2013-10-31 0:00
SO69840,541,1,28.99,0.7248,2013-11-01 0:00
SO69862,538,1,21.49,0.5373,2013-11-01 0:00
SO69903,483,1,120,3,2013-11-02 0:00
SO69905,465,1,24.49,0.6123,2013-11-02 0:00
SO70008,491,1,53.99,1.3498,2013-11-03 0:00
SO70028,537,1,35,0.875,2013-11-04 0:00
SO70052,484,1,7.95,0.1988,2013-11-04 0:00
SO70066,488,1,53.99,1.3498,2013-11-04 0:00
SO70083,490,1,53.99,1.3498,2013-11-04 0:00
SO70088,539,1,24.99,0.6248,2013-11-04 0:00
SO70125,467,1,24.49,0.6123,2013-11-05 0:00
SO70248,539,1,24.99,0.6248,2013-11-07 0:00
SO70345,538,1,21.49,0.5373,2013-11-08 0:00
SO70384,536,1,29.99,0.7498,2013-11-09 0:00
SO70491,541,1,28.99,0.7248,2013-11-10 0:00
SO70531,488,1,53.99,1.3498,2013-11-11 0:00
SO70589,490,1,53.99,1.3498,2013-11-11 0:00
SO70601,536,1,29.99,0.7498,2013-11-12 0:00
SO70603,537,1,35,0.875,2013-11-12 0:00
SO70629,489,1,53.99,1.3498,2013-11-12 0:00
SO70668,538,1,21.49,0.5373,2013-11-12 0:00
SO70669,473,1,63.5,1.5875,2013-11-12 0:00
SO70744,490,1,53.99,1.3498,2013-11-13 0:00
SO70747,538,1,21.49,0.5373,2013-11-13 0:00
SO70786,484,1,7.95,0.1988,2013-11-14 0:00
SO70841,538,1,21.49,0.5373,2013-11-15 0:00
SO70878,540,1,32.6,0.815,2013-11-16 0:00
SO71018,541,1,28.99,0.7248,2013-11-17 0:00
SO71219,539,1,24.99,0.6248,2013-11-20 0:00
SO71228,484,1,7.95,0.1988,2013-11-21 0:00
SO71242,465,1,24.49,0.6123,2013-11-21 0:00
SO71285,489,1,53.99,1.3498,2013-11-22 0:00
SO71347,490,1,53.99,1.3498,2013-11-22 0:00
SO71391,486,1,159,3.975,2013-11-23 0:00
SO71422,539,1,24.99,0.6248,2013-11-23 0:00
SO71455,538,1,21.49,0.5373,2013-11-24 0:00
SO71466,541,1,28.99,0.7248,2013-11-24 0:00
SO71467,541,1,28.99,0.7248,2013-11-24 0:00
SO71507,537,1,35,0.875,2013-11-25 0:00
SO71510,537,1,35,0.875,2013-11-25 0:00
SO71589,491,1,53.99,1.3498,2013-11-26 0:00
SO71632,596,1,539.99,13.4998,2013-11-27 0:00
SO71653,539,1,24.99,0.6248,2013-11-27 0:00
SO71655,536,1,29.99,0.7498,2013-11-27 0:00
SO71656,465,1,24.49,0.6123,2013-11-27 0:00
SO71706,537,1,35,0.875,2013-11-28 0:00
SO71769,491,1,53.99,1.3498,2013-11-28 0:00
SO71983,489,1,53.99,1.3498,2013-11-29 0:00
SO72029,536,1,29.99,0.7498,2013-11-30 0:00
SO72030,467,1,24.49,0.6123,2013-11-30 0:00
SO72197,537,1,35,0.875,2013-12-03 0:00
SO72262,539,1,24.99,0.6248,2013-12-03 0:00
SO72354,538,1,21.49,0.5373,2013-12-04 0:00
SO72434,538,1,21.49,0.5373,2013-12-05 0:00
SO72537,540,1,32.6,0.815,2013-12-07 0:00
SO72574,490,1,53.99,1.3498,2013-12-07 0:00
SO72578,538,1,21.49,0.5373,2013-12-07 0:00
SO72588,537,1,35,0.875,2013-12-08 0:00
SO72594,537,1,35,0.875,2013-12-08 0:00
SO72654,537,1,35,0.875,2013-12-09 0:00
SO72681,491,1,53.99,1.3498,2013-12-09 0:00
SO72718,539,1,24.99,0.6248,2013-12-09 0:00
SO72722,465,1,24.49,0.6123,2013-12-09 0:00
SO72795,476,1,69.99,1.7498,2013-12-11 0:00
SO72850,537,1,35,0.875,2013-12-12 0:00
SO73092,488,1,53.99,1.3498,2013-12-14 0:00
SO73191,536,1,29.99,0.7498,2013-12-16 0:00
SO73251,491,1,53.99,1.3498,2013-12-16 0:00
SO73492,539,1,24.99,0.6248,2013-12-19 0:00
SO73507,484,1,7.95,0.1988,2013-12-20 0:00
SO73515,537,1,35,0.875,2013-12-20 0:00
SO73549,538,1,21.49,0.5373,2013-12-20 0:00
SO73658,537,1,35,0.875,2013-12-22 0:00
SO73679,541,1,28.99,0.7248,2013-12-22 0:00
SO73760,541,1,28.99,0.7248,2013-12-23 0:00
SO73862,539,1,24.99,0.6248,2013-12-24 0:00
SO73952,483,1,120,3,2013-12-26 0:00
SO74001,491,1,53.99,1.3498,2013-12-26 0:00
SO74021,488,1,53.99,1.3498,2013-12-26 0:00
SO74121,539,1,24.99,0.6248,2013-12-28 0:00
SO74176,536,1,29.99,0.7498,2013-12-29 0:00
SO74356,539,1,24.99,0.6248,2014-01-04 0:00
SO74359,473,1,63.5,1.5875,2014-01-04 0:00
SO74495,537,1,35,0.875,2014-01-08 0:00
SO74524,540,1,32.6,0.815,2014-01-09 0:00
SO74546,465,1,24.49,0.6123,2014-01-10 0:00
SO74676,540,1,32.6,0.815,2014-01-14 0:00
SO74677,539,1,24.99,0.6248,2014-01-14 0:00
SO74682,489,1,53.99,1.3498,2014-01-14 0:00
SO74829,472,1,63.5,1.5875,2014-01-19 0:00
SO74997,467,1,24.49,0.6123,2014-01-24 0:00
SO75052,535,1,24.99,0.6248,2014-01-26 0:00
SO75054,467,1,24.49,0.6123,2014-01-26 0:00
SO51340,234,1,49.99,1.2498,2013-01-07 0:00
SO51455,237,1,49.99,1.2498,2013-01-13 0:00
SO51638,237,1,49.99,1.2498,2013-01-25 0:00
SO51640,231,1,49.99,1.2498,2013-01-25 0:00
SO52064,228,1,49.99,1.2498,2013-01-31 0:00
SO52168,237,1,49.99,1.2498,2013-02-03 0:00
SO52548,228,1,49.99,1.2498,2013-02-10 0:00
SO52665,228,1,49.99,1.2498,2013-02-12 0:00
SO52678,234,1,49.99,1.2498,2013-02-13 0:00
SO52838,231,1,49.99,1.2498,2013-02-15 0:00
SO53250,231,1,49.99,1.2498,2013-02-24 0:00
SO53744,231,1,49.99,1.2498,2013-03-02 0:00
SO54007,231,1,49.99,1.2498,2013-03-07 0:00
SO54326,234,1,49.99,1.2498,2013-03-13 0:00
SO54635,231,1,49.99,1.2498,2013-03-18 0:00
SO54699,234,1,49.99,1.2498,2013-03-19 0:00
SO55115,231,1,49.99,1.2498,2013-03-27 0:00
SO55423,234,1,49.99,1.2498,2013-03-31 0:00
SO55778,228,1,49.99,1.2498,2013-04-06 0:00
SO55822,237,1,49.99,1.2498,2013-04-07 0:00
SO56133,231,1,49.99,1.2498,2013-04-13 0:00
SO56849,228,1,49.99,1.2498,2013-04-26 0:00
SO56879,237,1,49.99,1.2498,2013-04-27 0:00
SO57787,234,1,49.99,1.2498,2013-05-10 0:00
SO58487,234,1,49.99,1.2498,2013-05-23 0:00
SO59738,231,1,49.99,1.2498,2013-06-08 0:00
SO60529,231,1,49.99,1.2498,2013-06-20 0:00
SO60739,228,1,49.99,1.2498,2013-06-23 0:00
SO60774,237,1,49.99,1.2498,2013-06-24 0:00
SO60900,231,1,49.99,1.2498,2013-06-26 0:00
SO60924,228,1,49.99,1.2498,2013-06-26 0:00
SO61113,231,1,49.99,1.2498,2013-06-29 0:00
SO61440,228,1,49.99,1.2498,2013-07-03 0:00
SO61718,228,1,49.99,1.2498,2013-07-07 0:00
SO61759,237,1,49.99,1.2498,2013-07-08 0:00
SO62176,228,1,49.99,1.2498,2013-07-15 0:00
SO62976,228,1,49.99,1.2498,2013-07-28 0:00
SO63399,234,1,49.99,1.2498,2013-08-01 0:00
SO63731,234,1,49.99,1.2498,2013-08-06 0:00
SO63757,234,1,49.99,1.2498,2013-08-07 0:00
SO63767,228,1,49.99,1.2498,2013-08-07 0:00
SO63832,228,1,49.99,1.2498,2013-08-08 0:00
SO64160,237,1,49.99,1.2498,2013-08-13 0:00
SO64497,228,1,49.99,1.2498,2013-08-18 0:00
SO64862,228,1,49.99,1.2498,2013-08-24 0:00
SO65608,231,1,49.99,1.2498,2013-09-02 0:00
SO65816,237,1,49.99,1.2498,2013-09-06 0:00
SO65962,228,1,49.99,1.2498,2013-09-08 0:00
SO66016,234,1,49.99,1.2498,2013-09-09 0:00
SO66162,228,1,49.99,1.2498,2013-09-11 0:00
SO66651,228,1,49.99,1.2498,2013-09-19 0:00
SO66709,228,1,49.99,1.2498,2013-09-20 0:00
SO67053,228,1,49.99,1.2498,2013-09-25 0:00
SO67407,231,1,49.99,1.2498,2013-09-29 0:00
SO67432,228,1,49.99,1.2498,2013-09-30 0:00
SO67499,231,1,49.99,1.2498,2013-10-01 0:00
SO67586,234,1,49.99,1.2498,2013-10-02 0:00
SO67994,237,1,49.99,1.2498,2013-10-08 0:00
SO68163,237,1,49.99,1.2498,2013-10-11 0:00
SO68262,237,1,49.99,1.2498,2013-10-12 0:00
SO68634,234,1,49.99,1.2498,2013-10-18 0:00
SO68769,231,1,49.99,1.2498,2013-10-20 0:00
SO69095,237,1,49.99,1.2498,2013-10-25 0:00
SO69101,237,1,49.99,1.2498,2013-10-25 0:00
SO69102,234,1,49.99,1.2498,2013-10-25 0:00
SO69646,228,1,49.99,1.2498,2013-10-29 0:00
SO69720,228,1,49.99,1.2498,2013-10-30 0:00
SO70957,234,1,49.99,1.2498,2013-11-17 0:00
SO71365,231,1,49.99,1.2498,2013-11-23 0:00
SO71427,231,1,49.99,1.2498,2013-11-24 0:00
SO71586,231,1,49.99,1.2498,2013-11-26 0:00
SO72652,237,1,49.99,1.2498,2013-12-09 0:00
SO72864,231,1,49.99,1.2498,2013-12-12 0:00
SO73364,231,1,49.99,1.2498,2013-12-18 0:00
SO74830,231,1,49.99,1.2498,2014-01-19 0:00
SO56988,481,1,8.99,0.2248,2013-04-29 0:00
SO58357,482,1,8.99,0.2248,2013-05-21 0:00
SO60038,481,1,8.99,0.2248,2013-06-12 0:00
SO60100,481,1,8.99,0.2248,2013-06-13 0:00
SO62428,481,1,8.99,0.2248,2013-07-19 0:00
SO65121,481,1,8.99,0.2248,2013-08-28 0:00
SO66804,481,1,8.99,0.2248,2013-09-21 0:00
SO69770,482,1,8.99,0.2248,2013-10-31 0:00
SO69971,482,1,8.99,0.2248,2013-11-03 0:00
SO70632,481,1,8.99,0.2248,2013-11-12 0:00
SO70971,481,1,8.99,0.2248,2013-11-17 0:00
SO72540,481,1,8.99,0.2248,2013-12-07 0:00
SO72621,481,1,8.99,0.2248,2013-12-08 0:00
SO73460,482,1,8.99,0.2248,2013-12-19 0:00
SO74404,481,1,8.99,0.2248,2014-01-05 0:00
SO75112,481,1,8.99,0.2248,2014-01-28 0:00
SO51221,225,1,8.99,0.2248,2012-12-30 0:00
SO51389,225,1,8.99,0.2248,2013-01-09 0:00
SO52013,225,1,8.99,0.2248,2013-01-30 0:00
SO52455,225,1,8.99,0.2248,2013-02-08 0:00
SO52603,225,1,8.99,0.2248,2013-02-11 0:00
SO52850,225,1,8.99,0.2248,2013-02-16 0:00
SO52991,225,1,8.99,0.2248,2013-02-19 0:00
SO53329,225,1,8.99,0.2248,2013-02-25 0:00
SO53814,225,1,8.99,0.2248,2013-03-03 0:00
SO54353,225,1,8.99,0.2248,2013-03-13 0:00
SO54564,225,1,8.99,0.2248,2013-03-17 0:00
SO54599,225,1,8.99,0.2248,2013-03-18 0:00
SO55492,225,1,8.99,0.2248,2013-04-01 0:00
SO56014,225,1,8.99,0.2248,2013-04-10 0:00
SO56209,225,1,8.99,0.2248,2013-04-14 0:00
SO56580,225,1,8.99,0.2248,2013-04-21 0:00
SO57954,225,1,8.99,0.2248,2013-05-13 0:00
SO57989,225,1,8.99,0.2248,2013-05-14 0:00
SO58411,225,1,8.99,0.2248,2013-05-21 0:00
SO58511,225,1,8.99,0.2248,2013-05-23 0:00
SO58814,225,1,8.99,0.2248,2013-05-28 0:00
SO59786,225,1,8.99,0.2248,2013-06-09 0:00
SO59791,225,1,8.99,0.2248,2013-06-09 0:00
SO60037,225,1,8.99,0.2248,2013-06-12 0:00
SO60318,225,1,8.99,0.2248,2013-06-17 0:00
SO60391,225,1,8.99,0.2248,2013-06-18 0:00
SO60423,225,1,8.99,0.2248,2013-06-18 0:00
SO60425,225,1,8.99,0.2248,2013-06-18 0:00
SO60725,225,1,8.99,0.2248,2013-06-23 0:00
SO61313,225,1,8.99,0.2248,2013-07-01 0:00
SO61327,225,1,8.99,0.2248,2013-07-01 0:00
SO62448,225,1,8.99,0.2248,2013-07-19 0:00
SO63099,225,1,8.99,0.2248,2013-07-30 0:00
SO64031,225,1,8.99,0.2248,2013-08-11 0:00
SO64115,225,1,8.99,0.2248,2013-08-13 0:00
SO64207,225,1,8.99,0.2248,2013-08-14 0:00
SO65033,225,1,8.99,0.2248,2013-08-27 0:00
SO65149,225,1,8.99,0.2248,2013-08-28 0:00
SO65606,225,1,8.99,0.2248,2013-09-02 0:00
SO65679,225,1,8.99,0.2248,2013-09-03 0:00
SO65837,225,1,8.99,0.2248,2013-09-06 0:00
SO66092,225,1,8.99,0.2248,2013-09-10 0:00
SO66290,225,1,8.99,0.2248,2013-09-13 0:00
SO66320,225,1,8.99,0.2248,2013-09-14 0:00
SO66413,225,1,8.99,0.2248,2013-09-15 0:00
SO66496,225,1,8.99,0.2248,2013-09-16 0:00
SO66922,225,1,8.99,0.2248,2013-09-23 0:00
SO66955,225,1,8.99,0.2248,2013-09-24 0:00
SO67116,225,1,8.99,0.2248,2013-09-26 0:00
SO67171,225,1,8.99,0.2248,2013-09-27 0:00
SO68102,225,1,8.99,0.2248,2013-10-10 0:00
SO68197,225,1,8.99,0.2248,2013-10-11 0:00
SO68284,225,1,8.99,0.2248,2013-10-13 0:00
SO68805,225,1,8.99,0.2248,2013-10-20 0:00
SO69198,225,1,8.99,0.2248,2013-10-26 0:00
SO69325,225,1,8.99,0.2248,2013-10-28 0:00
SO69760,225,1,8.99,0.2248,2013-10-31 0:00
SO69772,225,1,8.99,0.2248,2013-10-31 0:00
SO69800,225,1,8.99,0.2248,2013-11-01 0:00
SO69874,225,1,8.99,0.2248,2013-11-02 0:00
SO70084,225,1,8.99,0.2248,2013-11-04 0:00
SO70908,225,1,8.99,0.2248,2013-11-16 0:00
SO71048,225,1,8.99,0.2248,2013-11-18 0:00
SO71623,225,1,8.99,0.2248,2013-11-26 0:00
SO71633,225,1,8.99,0.2248,2013-11-27 0:00
SO71731,225,1,8.99,0.2248,2013-11-28 0:00
SO71992,225,1,8.99,0.2248,2013-11-29 0:00
SO72236,225,1,8.99,0.2248,2013-12-03 0:00
SO72248,225,1,8.99,0.2248,2013-12-03 0:00
SO72272,225,1,8.99,0.2248,2013-12-04 0:00
SO72451,225,1,8.99,0.2248,2013-12-06 0:00
SO72838,225,1,8.99,0.2248,2013-12-11 0:00
SO73025,225,1,8.99,0.2248,2013-12-13 0:00
SO73933,225,1,8.99,0.2248,2013-12-25 0:00
SO73937,225,1,8.99,0.2248,2013-12-25 0:00
SO74058,225,1,8.99,0.2248,2013-12-27 0:00
SO74748,225,1,8.99,0.2248,2014-01-16 0:00
SO51180,479,1,8.99,0.2248,2012-12-28 0:00
SO51223,479,1,8.99,0.2248,2012-12-30 0:00
SO51246,479,1,8.99,0.2248,2012-12-31 0:00
SO51260,479,1,8.99,0.2248,2013-01-01 0:00
SO51318,479,1,8.99,0.2248,2013-01-05 0:00
SO51454,479,1,8.99,0.2248,2013-01-13 0:00
SO51475,479,1,8.99,0.2248,2013-01-15 0:00
SO51617,479,1,8.99,0.2248,2013-01-23 0:00
SO51663,479,1,8.99,0.2248,2013-01-26 0:00
SO52465,479,1,8.99,0.2248,2013-02-08 0:00
SO52774,479,1,8.99,0.2248,2013-02-14 0:00
SO53081,479,1,8.99,0.2248,2013-02-21 0:00
SO53130,479,1,8.99,0.2248,2013-02-21 0:00
SO53171,479,1,8.99,0.2248,2013-02-22 0:00
SO53448,479,1,8.99,0.2248,2013-02-27 0:00
SO53678,479,1,8.99,0.2248,2013-03-01 0:00
SO54712,479,1,8.99,0.2248,2013-03-19 0:00
SO54817,479,1,8.99,0.2248,2013-03-21 0:00
SO54880,479,1,8.99,0.2248,2013-03-22 0:00
SO54940,479,1,8.99,0.2248,2013-03-24 0:00
SO55379,479,1,8.99,0.2248,2013-03-30 0:00
SO55382,479,1,8.99,0.2248,2013-03-30 0:00
SO55434,479,1,8.99,0.2248,2013-03-31 0:00
SO55611,479,1,8.99,0.2248,2013-04-03 0:00
SO56108,479,1,8.99,0.2248,2013-04-12 0:00
SO56232,479,1,8.99,0.2248,2013-04-15 0:00
SO56594,479,1,8.99,0.2248,2013-04-21 0:00
SO56957,479,1,8.99,0.2248,2013-04-28 0:00
SO56969,479,1,8.99,0.2248,2013-04-29 0:00
SO57009,479,1,8.99,0.2248,2013-04-29 0:00
SO57298,479,1,8.99,0.2248,2013-05-01 0:00
SO57963,479,1,8.99,0.2248,2013-05-14 0:00
SO58079,479,1,8.99,0.2248,2013-05-16 0:00
SO58348,479,1,8.99,0.2248,2013-05-20 0:00
SO58413,479,1,8.99,0.2248,2013-05-21 0:00
SO58697,479,1,8.99,0.2248,2013-05-26 0:00
SO58699,479,1,8.99,0.2248,2013-05-26 0:00
SO58834,479,1,8.99,0.2248,2013-05-28 0:00
SO59088,479,1,8.99,0.2248,2013-05-30 0:00
SO59268,479,1,8.99,0.2248,2013-06-01 0:00
SO59269,479,1,8.99,0.2248,2013-06-01 0:00
SO59342,479,1,8.99,0.2248,2013-06-02 0:00
SO59704,479,1,8.99,0.2248,2013-06-07 0:00
SO59705,479,1,8.99,0.2248,2013-06-07 0:00
SO59706,479,1,8.99,0.2248,2013-06-07 0:00
SO60057,479,1,8.99,0.2248,2013-06-13 0:00
SO60448,479,1,8.99,0.2248,2013-06-18 0:00
SO60892,479,1,8.99,0.2248,2013-06-25 0:00
SO61028,479,1,8.99,0.2248,2013-06-27 0:00
SO61416,479,1,8.99,0.2248,2013-07-02 0:00
SO61547,479,1,8.99,0.2248,2013-07-05 0:00
SO62136,479,1,8.99,0.2248,2013-07-14 0:00
SO62216,479,1,8.99,0.2248,2013-07-15 0:00
